IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
093460-20072021,20 Jul 2021,2021,13:30:48,13,False Alarm,False alarm - Good intent,,Outdoor,Wasteland ,On land associated with building,TW5 9RY,TW5,10001273467,21590218,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,510722,177950,510750,177950,51.48967024,-0.406597743,London,Hayes,603,Acton,728,Chiswick,2,2,2,1,352,2
093528-20072021,20 Jul 2021,2021,15:50:03,15,False Alarm,AFA,,Non Residential,Warehouse ,Correct incident location,TW7 6ER,TW7,10091691538,21501239,E09000018,HOUNSLOW,Hounslow,E05013623,Hounslow South,Hounslow South,515000,175327,515050,175350,51.46524227,-0.345857395,London,Heston,320,Heston,,,1,1,1,1,352,2
093711-20072021,20 Jul 2021,2021,19:21:02,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW3,0,21500676,E09000018,HOUNSLOW,Hounslow,E05013618,Heston East,Heston East,,,513750,176650,,,London,Heston,243,Heston,398,Feltham,2,2,2,1,352,1
093936-21072021,21 Jul 2021,2021,02:28:16,2,False Alarm,AFA,,Non Residential,Sports/Social club ,Within same building,TW3 2DB,TW3,1.00023E+11,21501205,E09000018,HOUNSLOW,Hounslow,E05013622,Hounslow Heath,Hounslow Heath,513823,175239,513850,175250,51.46468997,-0.362823981,London,Heston,253,Heston,,,1,1,1,1,352,1
094076-21072021,21 Jul 2021,2021,09:40:20,9,Fire,Primary Fire,,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Correct incident location,,TW4,0,21500077,E09000018,HOUNSLOW,Hounslow,E05013624,Hounslow West,Hounslow West,,,511950,175250,,,London,Feltham,241,Feltham,264,Feltham,1,2,2,1,352,2
094108-21072021,21 Jul 2021,2021,10:55:48,10,Fire,Primary Fire,,Non Residential,Takeaway/ fast food ,Correct incident location,TW7 4EP,TW7,1.00023E+11,21500707,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,515118,176377,515150,176350,51.4746586,-0.343818,London,Heston,583,Feltham,1158,Heston,2,2,2,1,352,1
094152-21072021,21 Jul 2021,2021,13:14:20,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,TW14,0,21501407,E09000018,HOUNSLOW,Hounslow,E05013613,Feltham North,Feltham North,,,510050,173550,,,London,Feltham,325,Feltham,524,Twickenham,2,2,2,1,352,1
094331-21072021,21 Jul 2021,2021,19:56:54,19,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,TW3,0,21500706,E09000018,HOUNSLOW,Hounslow,E05013621,Hounslow East,Hounslow East,,,514350,175450,,,London,Heston,236,Heston,240,Heston,1,2,2,1,352,1
094355-21072021,21 Jul 2021,2021,20:37:07,20,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW13,0,21590163,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,,,510250,173050,,,London,Feltham,259,Feltham,,,1,1,1,1,352,1
094436-21072021,21 Jul 2021,2021,23:38:01,23,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,TW5,0,21501175,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,,,510150,176650,,,London,Heathrow,322,Feltham,,,1,1,1,1,352,1
094466-22072021,22 Jul 2021,2021,00:50:52,0,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,W4 3AH,W4,1.00024E+11,21501074,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,519468,178212,519450,178250,51.49024833,-0.280596795,London,Chiswick,220,Chiswick,348,Acton,2,2,2,1,352,1
094500-22072021,22 Jul 2021,2021,03:54:26,3,Special Service,Special Service,RTC,Road Vehicle,Car ,On motorway / elevated road,TW16 7RS,TW16,10015780630,21501679,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,510911,170836,510950,170850,51.42569503,-0.406112603,London,Feltham,578,Feltham,,,2,2,2,1,352,1
094514-22072021,22 Jul 2021,2021,05:47:56,5,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,Open land/water - nearest gazetteer location,TW14 9QF,TW14,1.00022E+11,21501567,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,509485,173082,509450,173050,51.44615343,-0.425920875,London,Feltham,442,Feltham,,,1,1,1,1,352,1
094574-22072021,22 Jul 2021,2021,10:24:40,10,Fire,Primary Fire,,Dwelling,House - single occupancy ,Within same building,,TW7,0,21500819,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,,,515950,177050,,,London,Heston,263,Heston,429,Chiswick,2,2,2,2,704,2
094736-22072021,22 Jul 2021,2021,15:42:54,15,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,,TW14,0,21590235,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,,,509750,173550,,,London,Feltham,309,Feltham,,,1,1,1,1,352,1
094740-22072021,22 Jul 2021,2021,15:51:23,15,Fire,Secondary Fire,,Outdoor,Other outdoor location ,In street close to gazetteer location,TW14 9SG,TW14,10093256627,21500576,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,509336,174380,509350,174350,51.45785334,-0.427659441,London,Feltham,,,,,1,1,1,2,704,1
094851-22072021,22 Jul 2021,2021,20:07:23,20,Special Service,Special Service,Animal assistance incidents,Outdoor,Grassland/ pasture/ grazing etc ,On land associated with building,TW8 8EX,TW8,1.00024E+11,21519757,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,516907,176300,516950,176350,51.4735958,-0.318106346,London,Heston,274,Heston,,,1,1,1,1,352,1
094896-22072021,22 Jul 2021,2021,20:58:53,20,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,TW14 9QT,TW14,10094941477,21500576,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,509460,174383,509450,174350,51.45785436,-0.425877994,London,Feltham,269,Feltham,,,1,1,1,1,352,1
094949-22072021,22 Jul 2021,2021,22:22:44,22,False Alarm,AFA,,Non Residential,Museum ,Correct incident location,W3 8LQ,W3,2.00004E+11,20602411,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,519109,179284,519150,179250,51.4999545,-0.2854027,London,Acton,203,Acton,,,1,1,1,1,352,1
095023-23072021,23 Jul 2021,2021,01:25:52,1,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,TW5,0,21501093,E09000018,HOUNSLOW,Hounslow,E05013618,Heston East,Heston East,,,513250,177050,,,London,Heston,173,Heston,,,1,1,1,1,352,2
095062-23072021,23 Jul 2021,2021,03:34:17,3,False Alarm,AFA,,Non Residential,Warehouse ,Correct incident location,TW13 7AQ,TW13,2.00004E+11,21501577,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,510728,172158,510750,172150,51.43761102,-0.408324329,London,Feltham,467,Feltham,,,1,1,1,1,352,1
095138-23072021,23 Jul 2021,2021,08:10:01,8,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,TW13 4HG,TW13,10091692613,21501495,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,510288,172518,510250,172550,51.44093521,-0.414538758,London,Feltham,310,Feltham,,,1,1,1,1,352,1
095152-23072021,23 Jul 2021,2021,09:03:21,9,Special Service,Special Service,Removal of objects from people,Non Residential,Fire station ,Correct incident location,TW7 4HR,TW7,10091692126,21500707,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,515167,176444,515150,176450,51.4752483,-0.3431025,London,Heston,11,Heston,,,1,1,1,1,352,1
095306-23072021,23 Jul 2021,2021,14:18:11,14,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,TW3 2PA,TW3,10091693147,21500435,E09000018,HOUNSLOW,Hounslow,E05013623,Hounslow South,Hounslow South,514936,175518,514950,175550,51.46697113,-0.346722941,London,Heston,234,Heston,,,1,1,1,1,352,1
095455-23072021,23 Jul 2021,2021,18:50:41,18,False Alarm,AFA,,Non Residential,Warehouse ,Within same building,TW8 9EX,TW8,10093258004,21501483,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,516442,177852,516450,177850,51.4876406,-0.3242762,London,Heston,356,Heston,,,1,1,1,1,352,1
095488-23072021,23 Jul 2021,2021,19:44:38,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,TW14,0,21501400,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,,,509250,173250,,,London,Feltham,320,Feltham,,,1,1,1,1,352,1
095499-23072021,23 Jul 2021,2021,20:04:39,20,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W4,0,21500165,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,,,519450,178150,,,London,Chiswick,198,Chiswick,424,Acton,2,2,2,1,352,1
095567-23072021,23 Jul 2021,2021,23:10:19,23,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,TW5,0,21501369,E09000018,HOUNSLOW,Hounslow,E05013618,Heston East,Heston East,,,513350,177850,,,London,Heston,,,,,1,1,1,1,352,1
095572-23072021,23 Jul 2021,2021,23:18:22,23,Special Service,Special Service,Medical Incident,Other Residential,Boarding House/B&B for homeless/asylum seekers ,Correct incident location,TW3 3RN,TW3,1.00023E+11,21500603,E09000018,HOUNSLOW,Hounslow,E05013622,Hounslow Heath,Hounslow Heath,513314,175323,513350,175350,51.4655456,-0.3701283,London,Heston,441,Feltham,,,1,1,1,2,704,1
095585-24072021,24 Jul 2021,2021,00:20:35,0,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Within same building,,W4,0,21500498,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,,,519850,178350,,,London,Chiswick,216,Chiswick,,,1,1,1,1,352,1
095643-24072021,24 Jul 2021,2021,02:58:42,2,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,TW14,0,21519721,E09000018,HOUNSLOW,Hounslow,E05013613,Feltham North,Feltham North,,,509950,173650,,,London,Feltham,336,Feltham,,,1,1,1,1,352,1
095668-24072021,24 Jul 2021,2021,04:29:20,4,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW13,0,21501287,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,,,511850,171050,,,London,Feltham,,,,,,,,,,1
095758-24072021,24 Jul 2021,2021,11:16:51,11,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,TW7 5PP,TW7,10091693851,21519775,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,515367,178282,515350,178250,51.49172814,-0.339613619,London,Heston,307,Heston,316,Heston,1,2,2,4,1408,1
095777-24072021,24 Jul 2021,2021,12:03:16,12,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,TW13 4BZ,TW13,1.00022E+11,21500609,E09000018,HOUNSLOW,Hounslow,E05013613,Feltham North,Feltham North,510616,173282,510650,173250,51.44773372,-0.409591635,London,Feltham,189,Feltham,212,Feltham,1,2,2,1,352,2
095960-24072021,24 Jul 2021,2021,20:27:39,20,Special Service,Special Service,Other Transport incident,Boat,Barge ,In street outside gazetteer location,TW8 0EA,TW8,10093257441,21519924,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,518002,177342,518050,177350,51.48273248,-0.301997209,London,Chiswick,359,Heston,445,Heston,2,3,3,2,704,1
095975-24072021,24 Jul 2021,2021,20:52:53,20,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW5,0,21501369,E09000018,HOUNSLOW,Hounslow,E05013618,Heston East,Heston East,,,513450,177750,,,London,Heston,387,Southall,486,Feltham,2,2,2,1,352,1
095980-24072021,24 Jul 2021,2021,21:05:16,21,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,TW8,0,21500607,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,,,518150,177550,,,London,Chiswick,1016,Chiswick,,,1,1,1,2,704,1
096000-24072021,24 Jul 2021,2021,21:47:27,21,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,TW14,0,21501190,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,,,508750,173950,,,London,Feltham,273,Feltham,292,Feltham,1,2,2,1,352,1
096009-24072021,24 Jul 2021,2021,22:01:07,22,Special Service,Special Service,RTC,Road Vehicle,Car ,On land associated with building,W3 8LB,W3,2.00004E+11,21500535,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,519268,179245,519250,179250,51.49957684,-0.28312379,London,Acton,311,Chiswick,576,Acton,2,2,2,3,1056,1
096014-24072021,24 Jul 2021,2021,22:21:29,22,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,TW8 8JH,TW8,1.00022E+11,21519757,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,516866,177027,516850,177050,51.48013815,-0.318457292,London,Heston,238,Heston,,,1,1,1,1,352,1
096091-25072021,25 Jul 2021,2021,00:13:54,0,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21501309,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,,,512050,171750,,,London,Twickenham,387,Twickenham,,,1,1,1,1,352,1
096144-25072021,25 Jul 2021,2021,01:52:24,1,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,TW3,0,21500610,E09000018,HOUNSLOW,Hounslow,E05013621,Hounslow East,Hounslow East,,,514350,175850,,,London,Heston,202,Heston,233,Heston,3,5,5,2,704,2
096145-25072021,25 Jul 2021,2021,01:54:11,1,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW7,0,21500654,E09000018,HOUNSLOW,Hounslow,E05013623,Hounslow South,Hounslow South,,,515650,175850,,,London,Heston,528,Richmond,559,Twickenham,2,2,2,1,352,1
096234-25072021,25 Jul 2021,2021,09:01:02,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,TW3,0,21501461,E09000018,HOUNSLOW,Hounslow,E05013624,Hounslow West,Hounslow West,,,512750,175750,,,London,Heston,304,Heston,322,Heston,1,2,2,1,352,1
096276-25072021,25 Jul 2021,2021,10:57:19,10,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,TW3 1YF,TW3,1.00022E+11,21501410,E09000018,HOUNSLOW,Hounslow,E05013621,Hounslow East,Hounslow East,514923,175976,514950,175950,51.47109387,-0.346762445,London,Heston,258,Heston,,,1,1,1,1,352,1
096295-25072021,25 Jul 2021,2021,11:58:06,11,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,,TW5,0,21500032,E09000018,HOUNSLOW,Hounslow,E05013617,Heston Central,Heston Central,,,511950,176650,,,London,Feltham,308,Feltham,,,1,1,1,1,352,1
096343-25072021,25 Jul 2021,2021,13:51:49,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W4,0,21501074,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,,,519450,178250,,,London,Chiswick,148,Chiswick,,,1,1,1,1,352,1
096345-25072021,25 Jul 2021,2021,13:53:21,13,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,TW13,0,21590102,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,,,510350,173150,,,London,Feltham,351,Feltham,,,1,1,1,2,704,1
097148-25072021,25 Jul 2021,2021,17:18:40,17,Special Service,Special Service,Making Safe (not RTC),Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W4,0,21502481,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,,,519150,178150,,,London,Chiswick,386,Acton,,,1,1,1,1,352,1
097390-25072021,25 Jul 2021,2021,18:18:36,18,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,W4 4DH,W4,10090800002,21530004,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,519629,178162,519650,178150,51.48976325,-0.278299544,London,Chiswick,759,Hammersmith,862,Ealing,3,3,3,2,704,2
097841-25072021,25 Jul 2021,2021,21:24:15,21,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,TW8,0,21500703,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,,,518150,179050,,,London,Acton,321,Ealing,,,1,1,1,1,352,1
098179-26072021,26 Jul 2021,2021,06:36:12,6,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,TW3,0,21510540,E09000018,HOUNSLOW,Hounslow,E05013624,Hounslow West,Hounslow West,,,513550,175650,,,London,Heston,436,Heston,,,1,1,1,1,352,1
098427-26072021,26 Jul 2021,2021,15:08:40,15,Fire,Primary Fire,,Outdoor Structure,Other outdoor equipment/machinery ,On land associated with building,W4 3EY,W4,2.00003E+11,21501255,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,520715,177763,520750,177750,51.48595192,-0.262795746,London,Chiswick,667,Hammersmith,,,1,1,1,1,352,1
098605-26072021,26 Jul 2021,2021,18:11:10,18,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,TW4,0,21500081,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,,,511650,175750,,,London,Feltham,382,Feltham,510,Heston,2,2,2,1,352,1
098733-26072021,26 Jul 2021,2021,22:26:29,22,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,TW8,0,21500506,E09000018,HOUNSLOW,Hounslow,E05013607,Brentford East,Brentford East,,,518550,178050,,,London,Chiswick,293,Chiswick,294,Acton,4,5,5,6,2112,1
098770-27072021,27 Jul 2021,2021,00:38:18,0,Fire,Secondary Fire,,Outdoor,Loose refuse ,In street outside gazetteer location,TW5 9RY,TW5,1.00024E+11,21500257,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,510727,178003,510750,178050,51.49014446,-0.40651023,London,Hayes,344,Feltham,,,1,1,1,1,352,1
098809-27072021,27 Jul 2021,2021,03:09:22,3,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),On land associated with building,TW13 6PX,TW13,1.00022E+11,21500632,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,511920,172252,511950,172250,51.43822264,-0.391156808,London,Feltham,337,Feltham,,,1,1,1,1,352,1
098841-27072021,27 Jul 2021,2021,07:05:16,7,Fire,Primary Fire,,Dwelling,Self contained Sheltered Housing ,Within same building,,TW14,0,21501381,E09000018,HOUNSLOW,Hounslow,E05013613,Feltham North,Feltham North,,,510750,174150,,,London,Feltham,198,Feltham,465,Feltham,2,3,3,1,352,1
098856-27072021,27 Jul 2021,2021,08:01:14,8,Special Service,Special Service,Other Transport incident,Rail Vehicle,Train on Tube network,Railway land or rolling stock,W4 1LR,W4,1.00023E+11,21501135,E09000018,HOUNSLOW,Hounslow,E05013610,Chiswick Homefields,Chiswick Homefields,521248,178804,521250,178850,51.49518711,-0.254762231,London,Chiswick,205,Chiswick,342,Acton,2,2,2,2,704,2
098918-27072021,27 Jul 2021,2021,11:11:52,11,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,TW5 9RY,TW5,1.00022E+11,21500257,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,510718,178041,510750,178050,51.49049345,-0.406636486,London,Hayes,785,Feltham,,,1,1,1,1,352,1
098930-27072021,27 Jul 2021,2021,11:49:30,11,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,,W4,0,21500499,E09000018,HOUNSLOW,Hounslow,E05013610,Chiswick Homefields,Chiswick Homefields,,,521250,177450,,,London,Chiswick,334,Richmond,,,1,1,1,2,704,1
098944-27072021,27 Jul 2021,2021,12:26:07,12,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,TW4,0,21501342,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,,,511450,175850,,,London,Feltham,341,Feltham,,,1,1,1,1,352,1
098967-27072021,27 Jul 2021,2021,13:33:40,13,Fire,Primary Fire,,Non Residential,Takeaway/ fast food ,Correct incident location,TW4 7HW,TW4,10001265446,21500083,E09000018,HOUNSLOW,Hounslow,E05013624,Hounslow West,Hounslow West,512050,176151,512050,176150,51.47323776,-0.388050996,London,Feltham,300,Feltham,245,Feltham,2,4,5,13,4576,3
